session_pk,session_id,user_id,username,session_game_type,session_status,start_time,end_time,total_score,time_limit,gamequestion_id,generated_question_id,question_text,correct_answer,estimated_difficulty,question_game_type,response_id,response_user_id,response_username,user_answer,is_correct,time_taken,answered_at
226,f0f67281-c7be-499e-b9b5-7978e0ac8269,8,JohnDoe,crossword,completed,2025-10-26T05:16:51.507731+00:00,2025-10-26T05:17:50.400129+00:00,1,300,1123,152,Spot the feature determining the order of evaluation in expressions.,precedence,intermediate,non_coding,914,8,JohnDoe,,False,0,2025-10-26T05:17:50.393127+00:00
226,f0f67281-c7be-499e-b9b5-7978e0ac8269,8,JohnDoe,crossword,completed,2025-10-26T05:16:51.507731+00:00,2025-10-26T05:17:50.400129+00:00,1,300,1126,188,Spot the error type for incorrect operand types,TypeError,master,non_coding,,,,,,,
226,f0f67281-c7be-499e-b9b5-7978e0ac8269,8,JohnDoe,crossword,completed,2025-10-26T05:16:51.507731+00:00,2025-10-26T05:17:50.400129+00:00,1,300,1120,204,Spot the feature that allows combining comparisons with logical operators,expression,intermediate,non_coding,915,8,JohnDoe,,False,0,2025-10-26T05:17:50.395714+00:00
226,f0f67281-c7be-499e-b9b5-7978e0ac8269,8,JohnDoe,crossword,completed,2025-10-26T05:16:51.507731+00:00,2025-10-26T05:17:50.400129+00:00,1,300,1122,234,Spot the keyword for the unchangeable nature of certain data structures.,immutability,beginner,non_coding,916,8,JohnDoe,,False,0,2025-10-26T05:17:50.397897+00:00
227,8201625c-595f-4f96-9ab3-3d2de4aa5798,8,JohnDoe,crossword,completed,2025-10-26T05:18:09.013416+00:00,2025-10-26T05:18:51.721417+00:00,2,300,1131,62,Name the concept of embedding unexplained literal values in code.,hardcoding,intermediate,non_coding,917,8,JohnDoe,C,False,0,2025-10-26T05:18:51.692989+00:00
227,8201625c-595f-4f96-9ab3-3d2de4aa5798,8,JohnDoe,crossword,completed,2025-10-26T05:18:09.013416+00:00,2025-10-26T05:18:51.721417+00:00,2,300,1135,65,Identify the term for lines that help programmers understand code.,comments,intermediate,non_coding,918,8,JohnDoe,COMMENTS,True,0,2025-10-26T05:18:51.708732+00:00
227,8201625c-595f-4f96-9ab3-3d2de4aa5798,8,JohnDoe,crossword,completed,2025-10-26T05:18:09.013416+00:00,2025-10-26T05:18:51.721417+00:00,2,300,1137,69,Spot the feature used to avoid forgetting why code was written.,comments,master,non_coding,,,,,,,
227,8201625c-595f-4f96-9ab3-3d2de4aa5798,8,JohnDoe,crossword,completed,2025-10-26T05:18:09.013416+00:00,2025-10-26T05:18:51.721417+00:00,2,300,1132,101,Identify the error type when a variable is used before definition,NameError,intermediate,non_coding,919,8,JohnDoe,,False,0,2025-10-26T05:18:51.711616+00:00
227,8201625c-595f-4f96-9ab3-3d2de4aa5798,8,JohnDoe,crossword,completed,2025-10-26T05:18:09.013416+00:00,2025-10-26T05:18:51.721417+00:00,2,300,1134,126,Identify the error when using an undefined variable name,NameError,beginner,non_coding,,,,,,,
227,8201625c-595f-4f96-9ab3-3d2de4aa5798,8,JohnDoe,crossword,completed,2025-10-26T05:18:09.013416+00:00,2025-10-26T05:18:51.721417+00:00,2,300,1136,168,Name the type of window in IDLE used for writing and saving a complete program.,script,master,non_coding,920,8,JohnDoe,S,False,0,2025-10-26T05:18:51.714094+00:00
227,8201625c-595f-4f96-9ab3-3d2de4aa5798,8,JohnDoe,crossword,completed,2025-10-26T05:18:09.013416+00:00,2025-10-26T05:18:51.721417+00:00,2,300,1133,223,Select the term for a sequence type that is immutable in Python.,tuple,intermediate,non_coding,921,8,JohnDoe,TUPLE,True,0,2025-10-26T05:18:51.716946+00:00
227,8201625c-595f-4f96-9ab3-3d2de4aa5798,8,JohnDoe,crossword,completed,2025-10-26T05:18:09.013416+00:00,2025-10-26T05:18:51.721417+00:00,2,300,1129,262,Name the concept for documenting custom functions with triple quotes.,docstrings,intermediate,non_coding,922,8,JohnDoe,,False,0,2025-10-26T05:18:51.719201+00:00
227,8201625c-595f-4f96-9ab3-3d2de4aa5798,8,JohnDoe,crossword,completed,2025-10-26T05:18:09.013416+00:00,2025-10-26T05:18:51.721417+00:00,2,300,1130,265,Predict the term for inline documentation of custom functions.,docstrings,intermediate,non_coding,,,,,,,
228,97dfe786-ae3e-4c4b-a49f-7e3070c86457,8,JohnDoe,crossword,completed,2025-10-26T05:19:09.190467+00:00,2025-10-26T05:20:41.198966+00:00,2,300,1138,64,Select the keyword for unexplained numerical literals in code.,magic,intermediate,non_coding,923,8,JohnDoe,,False,0,2025-10-26T05:20:41.167418+00:00
228,97dfe786-ae3e-4c4b-a49f-7e3070c86457,8,JohnDoe,crossword,completed,2025-10-26T05:19:09.190467+00:00,2025-10-26T05:20:41.198966+00:00,2,300,1142,113,Select the error type for an incorrect path object given to open,TypeError,beginner,non_coding,924,8,JohnDoe,N,False,0,2025-10-26T05:20:41.177137+00:00
228,97dfe786-ae3e-4c4b-a49f-7e3070c86457,8,JohnDoe,crossword,completed,2025-10-26T05:19:09.190467+00:00,2025-10-26T05:20:41.198966+00:00,2,300,1145,152,Spot the feature determining the order of evaluation in expressions.,precedence,intermediate,non_coding,925,8,JohnDoe,E    C E,False,0,2025-10-26T05:20:41.179864+00:00
228,97dfe786-ae3e-4c4b-a49f-7e3070c86457,8,JohnDoe,crossword,completed,2025-10-26T05:19:09.190467+00:00,2025-10-26T05:20:41.198966+00:00,2,300,1144,154,Identify the logic type based on true or false conditionals.,boolean,intermediate,non_coding,926,8,JohnDoe,BOOLEAN,True,0,2025-10-26T05:20:41.182761+00:00
228,97dfe786-ae3e-4c4b-a49f-7e3070c86457,8,JohnDoe,crossword,completed,2025-10-26T05:19:09.190467+00:00,2025-10-26T05:20:41.198966+00:00,2,300,1143,167,Identify the type of window in IDLE where you can type and run code immediately.,interactive,intermediate,non_coding,927,8,JohnDoe,HARICODINGS,False,0,2025-10-26T05:20:41.185647+00:00
228,97dfe786-ae3e-4c4b-a49f-7e3070c86457,8,JohnDoe,crossword,completed,2025-10-26T05:19:09.190467+00:00,2025-10-26T05:20:41.198966+00:00,2,300,1140,194,Spot the term for a mistake that prevents code from running,SyntaxError,beginner,non_coding,928,8,JohnDoe,EXCEPTIONS,False,0,2025-10-26T05:20:41.188128+00:00
228,97dfe786-ae3e-4c4b-a49f-7e3070c86457,8,JohnDoe,crossword,completed,2025-10-26T05:19:09.190467+00:00,2025-10-26T05:20:41.198966+00:00,2,300,1141,207,Name the concept describing the process of replacing an expression with its result.,evaluation,master,non_coding,929,8,JohnDoe,P,False,0,2025-10-26T05:20:41.190750+00:00
228,97dfe786-ae3e-4c4b-a49f-7e3070c86457,8,JohnDoe,crossword,completed,2025-10-26T05:19:09.190467+00:00,2025-10-26T05:20:41.198966+00:00,2,300,1146,235,Identify the data structure known for its immutable sequence property.,tuples,beginner,non_coding,930,8,JohnDoe,TUPLES,True,0,2025-10-26T05:20:41.193875+00:00
228,97dfe786-ae3e-4c4b-a49f-7e3070c86457,8,JohnDoe,crossword,completed,2025-10-26T05:19:09.190467+00:00,2025-10-26T05:20:41.198966+00:00,2,300,1139,243,Select the term for a name that references a value in code.,variable,intermediate,non_coding,931,8,JohnDoe,,False,0,2025-10-26T05:20:41.196525+00:00
229,ed8b262f-12b2-4341-b3c9-d1841be57251,8,JohnDoe,crossword,completed,2025-10-26T05:21:13.564702+00:00,2025-10-26T05:24:05.505665+00:00,5,300,1155,26,Identify the operator that gives the remainder of division.,modulo,intermediate,non_coding,932,8,JohnDoe,MODULO,True,0,2025-10-26T05:24:05.472671+00:00
229,ed8b262f-12b2-4341-b3c9-d1841be57251,8,JohnDoe,crossword,completed,2025-10-26T05:21:13.564702+00:00,2025-10-26T05:24:05.505665+00:00,5,300,1151,52,Identify the operator that adds to a variable's current value.,addition,beginner,non_coding,933,8,JohnDoe,ADDITION,True,0,2025-10-26T05:24:05.487895+00:00
229,ed8b262f-12b2-4341-b3c9-d1841be57251,8,JohnDoe,crossword,completed,2025-10-26T05:21:13.564702+00:00,2025-10-26T05:24:05.505665+00:00,5,300,1150,63,Spot the practice of using named constants instead of literals.,avoiding,intermediate,non_coding,934,8,JohnDoe,VARIABLE,False,0,2025-10-26T05:24:05.490747+00:00
229,ed8b262f-12b2-4341-b3c9-d1841be57251,8,JohnDoe,crossword,completed,2025-10-26T05:21:13.564702+00:00,2025-10-26T05:24:05.505665+00:00,5,300,1152,82,Name the concept for displaying text in an interactive window.,output,intermediate,non_coding,935,8,JohnDoe,PRINTS,False,0,2025-10-26T05:24:05.493232+00:00
229,ed8b262f-12b2-4341-b3c9-d1841be57251,8,JohnDoe,crossword,completed,2025-10-26T05:21:13.564702+00:00,2025-10-26T05:24:05.505665+00:00,5,300,1149,150,Select the keyword that reverses a boolean value.,not,intermediate,non_coding,936,8,JohnDoe,NOT,True,0,2025-10-26T05:24:05.495856+00:00
229,ed8b262f-12b2-4341-b3c9-d1841be57251,8,JohnDoe,crossword,completed,2025-10-26T05:21:13.564702+00:00,2025-10-26T05:24:05.505665+00:00,5,300,1154,153,Spot the term for symbols like greater than or equal to.,comparator,beginner,non_coding,937,8,JohnDoe,M     P,False,0,2025-10-26T05:24:05.498613+00:00
229,ed8b262f-12b2-4341-b3c9-d1841be57251,8,JohnDoe,crossword,completed,2025-10-26T05:21:13.564702+00:00,2025-10-26T05:24:05.505665+00:00,5,300,1153,220,Name the Python data structure highlighted for its immutable sequence property.,tuple,advanced,non_coding,938,8,JohnDoe,TUPLE,True,0,2025-10-26T05:24:05.500900+00:00
229,ed8b262f-12b2-4341-b3c9-d1841be57251,8,JohnDoe,crossword,completed,2025-10-26T05:21:13.564702+00:00,2025-10-26T05:24:05.505665+00:00,5,300,1147,222,Name the concept that describes data structures which cannot be altered after creation.,immutability,intermediate,non_coding,939,8,JohnDoe,IMMUTABILITY,True,0,2025-10-26T05:24:05.503099+00:00
229,ed8b262f-12b2-4341-b3c9-d1841be57251,8,JohnDoe,crossword,completed,2025-10-26T05:21:13.564702+00:00,2025-10-26T05:24:05.505665+00:00,5,300,1148,224,Spot the key characteristic that distinguishes tuples from lists.,immutability,intermediate,non_coding,,,,,,,
230,29b9e082-8e62-49b2-8048-a23b6f89258b,8,JohnDoe,crossword,completed,2025-10-26T05:24:31.772749+00:00,2025-10-26T05:25:31.495811+00:00,3,300,1156,30,Identify the concept for writing math in code.,expressions,intermediate,non_coding,940,8,JohnDoe,S I,False,0,2025-10-26T05:25:31.463851+00:00
230,29b9e082-8e62-49b2-8048-a23b6f89258b,8,JohnDoe,crossword,completed,2025-10-26T05:24:31.772749+00:00,2025-10-26T05:25:31.495811+00:00,3,300,1157,64,Select the keyword for unexplained numerical literals in code.,magic,intermediate,non_coding,941,8,JohnDoe,M,False,0,2025-10-26T05:25:31.479370+00:00
230,29b9e082-8e62-49b2-8048-a23b6f89258b,8,JohnDoe,crossword,completed,2025-10-26T05:24:31.772749+00:00,2025-10-26T05:25:31.495811+00:00,3,300,1163,117,Name the error from an operation on a value of the wrong type,TypeError,advanced,non_coding,942,8,JohnDoe,TYPEERROR,True,0,2025-10-26T05:25:31.482579+00:00
230,29b9e082-8e62-49b2-8048-a23b6f89258b,8,JohnDoe,crossword,completed,2025-10-26T05:24:31.772749+00:00,2025-10-26T05:25:31.495811+00:00,3,300,1159,128,Spot the feature allowing access to the last item with index minus one,Indexing,beginner,non_coding,943,8,JohnDoe,I,False,0,2025-10-26T05:25:31.485020+00:00
230,29b9e082-8e62-49b2-8048-a23b6f89258b,8,JohnDoe,crossword,completed,2025-10-26T05:24:31.772749+00:00,2025-10-26T05:25:31.495811+00:00,3,300,1164,214,Spot the operator that checks if one value is less than or equal to another.,less,beginner,non_coding,944,8,JohnDoe,LESS,True,0,2025-10-26T05:25:31.488000+00:00
230,29b9e082-8e62-49b2-8048-a23b6f89258b,8,JohnDoe,crossword,completed,2025-10-26T05:24:31.772749+00:00,2025-10-26T05:25:31.495811+00:00,3,300,1162,224,Spot the key characteristic that distinguishes tuples from lists.,immutability,intermediate,non_coding,945,8,JohnDoe,IMMUTABILITY,True,0,2025-10-26T05:25:31.490607+00:00
230,29b9e082-8e62-49b2-8048-a23b6f89258b,8,JohnDoe,crossword,completed,2025-10-26T05:24:31.772749+00:00,2025-10-26T05:25:31.495811+00:00,3,300,1160,229,Spot the concept that explains why a tuple's contents are fixed.,immutability,master,non_coding,,,,,,,
230,29b9e082-8e62-49b2-8048-a23b6f89258b,8,JohnDoe,crossword,completed,2025-10-26T05:24:31.772749+00:00,2025-10-26T05:25:31.495811+00:00,3,300,1161,230,Predict the term for the inability to alter an object's internal data.,immutability,master,non_coding,,,,,,,
230,29b9e082-8e62-49b2-8048-a23b6f89258b,8,JohnDoe,crossword,completed,2025-10-26T05:24:31.772749+00:00,2025-10-26T05:25:31.495811+00:00,3,300,1158,245,Predict the term for the action of creating a variable with a value.,assignment,intermediate,non_coding,946,8,JohnDoe,I,False,0,2025-10-26T05:25:31.493196+00:00
231,6ef6cd41-ec22-4dbd-8d84-0515d5452c3a,8,JohnDoe,crossword,completed,2025-10-26T05:25:49.464974+00:00,2025-10-26T05:27:36.068724+00:00,5,300,1165,28,Select the keyword for the exponentiation operator.,exponent,intermediate,non_coding,947,8,JohnDoe,EXPONENT,True,0,2025-10-26T05:27:36.039269+00:00
231,6ef6cd41-ec22-4dbd-8d84-0515d5452c3a,8,JohnDoe,crossword,completed,2025-10-26T05:25:49.464974+00:00,2025-10-26T05:27:36.068724+00:00,5,300,1171,143,Select the term for expressions that evaluate to True or False.,conditional,master,non_coding,948,8,JohnDoe,CONDITIONAL,True,0,2025-10-26T05:27:36.050485+00:00
231,6ef6cd41-ec22-4dbd-8d84-0515d5452c3a,8,JohnDoe,crossword,completed,2025-10-26T05:25:49.464974+00:00,2025-10-26T05:27:36.068724+00:00,5,300,1167,163,Select the term for the window in IDLE where you write and save code to run later.,script,beginner,non_coding,949,8,JohnDoe,C,False,0,2025-10-26T05:27:36.053960+00:00
231,6ef6cd41-ec22-4dbd-8d84-0515d5452c3a,8,JohnDoe,crossword,completed,2025-10-26T05:25:49.464974+00:00,2025-10-26T05:27:36.068724+00:00,5,300,1172,190,Identify the error that crashes a running program,RuntimeError,master,non_coding,950,8,JohnDoe,RUNTIMEERROR,True,0,2025-10-26T05:27:36.057061+00:00
231,6ef6cd41-ec22-4dbd-8d84-0515d5452c3a,8,JohnDoe,crossword,completed,2025-10-26T05:25:49.464974+00:00,2025-10-26T05:27:36.068724+00:00,5,300,1168,220,Name the Python data structure highlighted for its immutable sequence property.,tuple,advanced,non_coding,951,8,JohnDoe,TUPLE,True,0,2025-10-26T05:27:36.060218+00:00
231,6ef6cd41-ec22-4dbd-8d84-0515d5452c3a,8,JohnDoe,crossword,completed,2025-10-26T05:25:49.464974+00:00,2025-10-26T05:27:36.068724+00:00,5,300,1169,223,Select the term for a sequence type that is immutable in Python.,tuple,intermediate,non_coding,,,,,,,
231,6ef6cd41-ec22-4dbd-8d84-0515d5452c3a,8,JohnDoe,crossword,completed,2025-10-26T05:25:49.464974+00:00,2025-10-26T05:27:36.068724+00:00,5,300,1170,227,Identify the term for data structures whose state cannot be modified after creation.,immutability,master,non_coding,952,8,JohnDoe,IMMUTABILITY,True,0,2025-10-26T05:27:36.063461+00:00
231,6ef6cd41-ec22-4dbd-8d84-0515d5452c3a,8,JohnDoe,crossword,completed,2025-10-26T05:25:49.464974+00:00,2025-10-26T05:27:36.068724+00:00,5,300,1166,255,Identify the action of creating a named storage location.,declaring,beginner,non_coding,953,8,JohnDoe,L R N,False,0,2025-10-26T05:27:36.066240+00:00
232,7d7923b0-b5d0-441d-acd4-e4c9dabb87ab,8,JohnDoe,crossword,completed,2025-10-26T05:27:58.543126+00:00,2025-10-26T05:29:23.491200+00:00,5,300,1181,16,Identify the operator that returns the remainder after division.,modulo,advanced,non_coding,954,8,JohnDoe,MODULO,True,0,2025-10-26T05:29:23.461358+00:00
232,7d7923b0-b5d0-441d-acd4-e4c9dabb87ab,8,JohnDoe,crossword,completed,2025-10-26T05:27:58.543126+00:00,2025-10-26T05:29:23.491200+00:00,5,300,1180,47,Name the operator that adds a value to a variable and reassigns the result.,augmented,master,non_coding,955,8,JohnDoe,U,False,0,2025-10-26T05:29:23.476234+00:00
232,7d7923b0-b5d0-441d-acd4-e4c9dabb87ab,8,JohnDoe,crossword,completed,2025-10-26T05:27:58.543126+00:00,2025-10-26T05:29:23.491200+00:00,5,300,1179,136,Identify the data type with only two possible values.,boolean,advanced,non_coding,956,8,JohnDoe,BOOLEAN,True,0,2025-10-26T05:29:23.479059+00:00
232,7d7923b0-b5d0-441d-acd4-e4c9dabb87ab,8,JohnDoe,crossword,completed,2025-10-26T05:27:58.543126+00:00,2025-10-26T05:29:23.491200+00:00,5,300,1174,152,Spot the feature determining the order of evaluation in expressions.,precedence,intermediate,non_coding,957,8,JohnDoe,E,False,0,2025-10-26T05:29:23.481350+00:00
232,7d7923b0-b5d0-441d-acd4-e4c9dabb87ab,8,JohnDoe,crossword,completed,2025-10-26T05:27:58.543126+00:00,2025-10-26T05:29:23.491200+00:00,5,300,1173,163,Select the term for the window in IDLE where you write and save code to run later.,script,beginner,non_coding,958,8,JohnDoe,SCRIPT,True,0,2025-10-26T05:29:23.484072+00:00
232,7d7923b0-b5d0-441d-acd4-e4c9dabb87ab,8,JohnDoe,crossword,completed,2025-10-26T05:27:58.543126+00:00,2025-10-26T05:29:23.491200+00:00,5,300,1175,185,Identify the error that crashes a running program,RuntimeError,intermediate,non_coding,959,8,JohnDoe,RUNTIMEERROR,True,0,2025-10-26T05:29:23.486605+00:00
232,7d7923b0-b5d0-441d-acd4-e4c9dabb87ab,8,JohnDoe,crossword,completed,2025-10-26T05:27:58.543126+00:00,2025-10-26T05:29:23.491200+00:00,5,300,1178,222,Name the concept that describes data structures which cannot be altered after creation.,immutability,intermediate,non_coding,960,8,JohnDoe,IMMUTABILITY,True,0,2025-10-26T05:29:23.488880+00:00
232,7d7923b0-b5d0-441d-acd4-e4c9dabb87ab,8,JohnDoe,crossword,completed,2025-10-26T05:27:58.543126+00:00,2025-10-26T05:29:23.491200+00:00,5,300,1177,224,Spot the key characteristic that distinguishes tuples from lists.,immutability,intermediate,non_coding,,,,,,,
232,7d7923b0-b5d0-441d-acd4-e4c9dabb87ab,8,JohnDoe,crossword,completed,2025-10-26T05:27:58.543126+00:00,2025-10-26T05:29:23.491200+00:00,5,300,1176,226,Name the property of tuples that prevents their elements from being changed.,immutability,master,non_coding,,,,,,,
233,01a223e9-b685-4aa2-915f-608a904739bb,8,JohnDoe,crossword,completed,2025-10-26T05:29:40.451976+00:00,2025-10-26T05:31:19.938130+00:00,3,300,1187,17,Name the operator used for exponentiation in Python.,exponentiation,advanced,non_coding,961,8,JohnDoe,EXPONENTIATITS,False,0,2025-10-26T05:31:19.905362+00:00
233,01a223e9-b685-4aa2-915f-608a904739bb,8,JohnDoe,crossword,completed,2025-10-26T05:29:40.451976+00:00,2025-10-26T05:31:19.938130+00:00,3,300,1188,25,Identify the concept for combining numbers with symbols like plus and minus.,expressions,master,non_coding,962,8,JohnDoe,E,False,0,2025-10-26T05:31:19.920149+00:00
233,01a223e9-b685-4aa2-915f-608a904739bb,8,JohnDoe,crossword,completed,2025-10-26T05:29:40.451976+00:00,2025-10-26T05:31:19.938130+00:00,3,300,1184,52,Identify the operator that adds to a variable's current value.,addition,beginner,non_coding,963,8,JohnDoe,AUGMENTS,False,0,2025-10-26T05:31:19.922977+00:00
233,01a223e9-b685-4aa2-915f-608a904739bb,8,JohnDoe,crossword,completed,2025-10-26T05:29:40.451976+00:00,2025-10-26T05:31:19.938130+00:00,3,300,1183,62,Name the concept of embedding unexplained literal values in code.,hardcoding,intermediate,non_coding,964,8,JohnDoe,O,False,0,2025-10-26T05:31:19.925497+00:00
